Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield
Cardamom,1998,Whole Year ,West Bengal,2875,690,2152.5,284050,833.75,0.24
Castor seed,1998,Rabi       ,West Bengal,54,38,2152.5,5335.2,15.66,0.7
Coconut ,1998,Whole Year ,West Bengal,24616,318174400,2152.5,2432060.8,7138.64,12448.06222
Cotton(lint),1998,Kharif     ,West Bengal,200,73,2152.5,19760,58,0.37
Dry chillies,1998,Whole Year ,West Bengal,64354,51303,2152.5,6358175.2,18662.66,0.890555556
Ginger,1998,Kharif     ,West Bengal,9398,18839,2152.5,928522.4,2725.42,1.449444444
Gram,1998,Rabi       ,West Bengal,23286,18971,2152.5,2300656.8,6752.94,0.875
Groundnut,1998,Whole Year ,West Bengal,30157,34994,2152.5,2979511.6,8745.53,1.128571429
Horse-gram,1998,Rabi       ,West Bengal,4958,2043,2152.5,489850.4,1437.82,0.422
Jowar,1998,Kharif     ,West Bengal,886,414,2152.5,87536.8,256.94,0.465
Jute,1998,Kharif     ,West Bengal,612066,7373630,2152.5,60472120.8,177499.14,13.24705882
Khesari,1998,Rabi       ,West Bengal,23300,20850,2152.5,2302040,6757,0.774666667
Linseed,1998,Rabi       ,West Bengal,10323,2691,2152.5,1019912.4,2993.67,0.24
Maize,1998,Kharif     ,West Bengal,38519,121161,2152.5,3805677.2,11170.51,2.634
Masoor,1998,Rabi       ,West Bengal,51919,35600,2152.5,5129597.2,15056.51,0.600588235
Mesta,1998,Kharif     ,West Bengal,9911,81030,2152.5,979206.8,2874.19,8.453846154
Moong(Green Gram),1998,Kharif     ,West Bengal,822,429,2152.5,81213.6,238.38,0.5075
Moong(Green Gram),1998,Rabi       ,West Bengal,2729,1598,2152.5,269625.2,791.41,0.61
Moong(Green Gram),1998,Summer     ,West Bengal,9320,2980,2152.5,920816,2702.8,0.312857143
Niger seed,1998,Kharif     ,West Bengal,7587,4100,2152.5,749595.6,2200.23,0.4075
Other Kharif pulses,1998,Kharif     ,West Bengal,768,318,2152.5,75878.4,222.72,0.516
Peas & beans (Pulses),1998,Rabi       ,West Bengal,9230,6776,2152.5,911924,2676.7,0.70625
Potato,1998,Whole Year ,West Bengal,318199,6689636,2152.5,31438061.2,92277.71,18.95944444
Ragi,1998,Kharif     ,West Bengal,12895,15648,2152.5,1274026,3739.55,0.91
Rapeseed &Mustard,1998,Rabi       ,West Bengal,344358,251740,2152.5,34022570.4,99863.82,0.667222222
Rice,1998,Autumn     ,West Bengal,425002,740688,2152.5,41990197.6,123250.58,1.751111111
Rice,1998,Summer     ,West Bengal,1450473,4921984,2152.5,143306732.4,420637.17,3.22
Rice,1998,Winter     ,West Bengal,4028620,7653780,2152.5,398027656,1168299.8,1.781666667
Safflower,1998,Rabi       ,West Bengal,48,16,2152.5,4742.4,13.92,0.4575
Sannhamp,1998,Whole Year ,West Bengal,1800,9280,2152.5,177840,522,4.971428571
Sesamum,1998,Whole Year ,West Bengal,100425,85448,2152.5,9921990,29123.25,0.741111111
Small millets,1998,Kharif     ,West Bengal,3742,1877,2152.5,369709.6,1085.18,0.575714286
Small millets,1998,Rabi       ,West Bengal,1235,1387,2152.5,122018,358.15,1.035
Soyabean,1998,Kharif     ,West Bengal,800,461,2152.5,79040,232,0.481666667
Sugarcane,1998,Whole Year ,West Bengal,26949,2001900,2152.5,2662561.2,7815.21,75.314375
Sunflower,1998,Kharif     ,West Bengal,149,111,2152.5,14721.2,43.21,0.71
Turmeric,1998,Whole Year ,West Bengal,12763,21487,2152.5,1260984.4,3701.27,1.569444444
Urad,1998,Kharif     ,West Bengal,58878,25071,2152.5,5817146.4,17074.62,0.402222222
Urad,1998,Rabi       ,West Bengal,15112,9700,2152.5,1493065.6,4382.48,0.649090909
Wheat,1998,Rabi       ,West Bengal,367472,778090,2152.5,36306233.6,106566.88,1.870555556
Arecanut,1999,Whole Year ,Assam,73464,52924,2201.8,7796734.32,19835.28,0.746086957
Arhar/Tur,1999,Kharif     ,Assam,7266,5102,2201.8,771140.58,1961.82,0.707826087
Banana,1999,Whole Year ,Assam,41922,583383,2201.8,4449181.86,11318.94,13.74652174
Castor seed,1999,Kharif     ,Assam,1726,704,2201.8,183180.38,466.02,0.423333333
Coconut ,1999,Whole Year ,Assam,20238,150062000,2201.8,2147858.94,5464.26,5672.116522
Cotton(lint),1999,Kharif     ,Assam,1637,746,2201.8,173734.81,441.99,0.41173913
Dry chillies,1999,Whole Year ,Assam,14418,9516,2201.8,1530182.34,3892.86,0.636956522
Gram,1999,Rabi       ,Assam,2336,1196,2201.8,247919.68,630.72,0.470454545
Jute,1999,Kharif     ,Assam,73545,657537,2201.8,7805330.85,19857.15,9.13173913
Linseed,1999,Rabi       ,Assam,10248,5323,2201.8,1087620.24,2766.96,0.502727273
Maize,1999,Kharif     ,Assam,19708,14056,2201.8,2091610.04,5321.16,0.613913043
Mesta,1999,Kharif     ,Assam,5177,25515,2201.8,549435.01,1397.79,4.622380952
Niger seed,1999,Kharif     ,Assam,8904,4582,2201.8,944981.52,2404.08,0.548947368
Onion,1999,Whole Year ,Assam,7365,17167,2201.8,781647.45,1988.55,2.322173913
Other  Rabi pulses,1999,Rabi       ,Assam,106576,58390,2201.8,11310910.88,28775.52,0.532173913
Potato,1999,Whole Year ,Assam,76748,699744,2201.8,8145265.24,20721.96,8.062608696
Rapeseed &Mustard,1999,Rabi       ,Assam,286241,129425,2201.8,30378757.33,77285.07,0.479565217
Rice,1999,Autumn     ,Assam,557220,514156,2201.8,59137758.6,150449.4,1.094782609
Rice,1999,Summer     ,Assam,294654,653783,2201.8,31271629.02,79556.58,1.990434783
Rice,1999,Winter     ,Assam,1793994,2692709,2201.8,190396583.2,484378.38,1.501304348
Sesamum,1999,Kharif     ,Assam,15143,7866,2201.8,1607126.59,4088.61,0.485217391
Small millets,1999,Kharif     ,Assam,10681,5467,2201.8,1133574.53,2883.87,0.502727273
Sugarcane,1999,Whole Year ,Assam,29107,1154615,2201.8,3089125.91,7858.89,40.43478261
Sweet potato,1999,Whole Year ,Assam,8955,30979,2201.8,950394.15,2417.85,3.409130435
Tapioca,1999,Whole Year ,Assam,2836,13444,2201.8,300984.68,765.72,4.436521739
Tobacco,1999,Whole Year ,Assam,1373,695,2201.8,145716.49,370.71,0.573913043
Turmeric,1999,Whole Year ,Assam,10980,7586,2201.8,1165307.4,2964.6,0.667391304
Wheat,1999,Rabi       ,Assam,76310,97583,2201.8,8098780.3,20603.7,1.256818182
Arecanut,1999,Whole Year ,Goa,1550,1880,3879.3,164501.5,418.5,1.21
Banana,1999,Whole Year ,Goa,1950,14500,3879.3,206953.5,526.5,7.44
Black pepper,1999,Whole Year ,Goa,275,120,3879.3,29185.75,74.25,0.44
Cashewnut,1999,Whole Year ,Goa,53292,17274,3879.3,5655879.96,14388.84,0.32
Coconut ,1999,Whole Year ,Goa,24975,121580000,3879.3,2650596.75,6743.25,4868.07
Groundnut,1999,Kharif     ,Goa,350,513,3879.3,37145.5,94.5,1.47
Groundnut,1999,Rabi       ,Goa,1004,1767,3879.3,106554.52,271.08,1.76
Other  Rabi pulses,1999,Rabi       ,Goa,9227,8430,3879.3,979261.51,2491.29,0.91
Other Kharif pulses,1999,Kharif     ,Goa,1000,578,3879.3,106130,270,0.58
Ragi,1999,Kharif     ,Goa,1000,1070,3879.3,106130,270,1.07
Rice,1999,Kharif     ,Goa,40500,96281,3879.3,4298265,10935,2.38
Rice,1999,Rabi       ,Goa,16213,43642,3879.3,1720685.69,4377.51,2.69
Sugarcane,1999,Whole Year ,Goa,1335,68440,3879.3,141683.55,360.45,51.27
Arecanut,1999,Whole Year ,Kerala,81941,83337,2914.6,8696398.33,22124.07,0.831428571
Banana,1999,Whole Year ,Kerala,39046,398145,2914.6,4143951.98,10542.42,10.36285714
Black pepper,1999,Whole Year ,Kerala,198406,47543,2914.6,21056828.78,53569.62,0.193571429
Cardamom,1999,Whole Year ,Kerala,41491,6585,2914.6,4403439.83,11202.57,0.056666667
Cashewnut,1999,Whole Year ,Kerala,89403,65547,2914.6,9488340.39,24138.81,0.491428571
Coconut ,1999,Whole Year ,Kerala,925035,5680000000,2914.6,98173964.55,249759.45,5581.025714
Cotton(lint),1999,Kharif     ,Kerala,4772,7702,2914.6,506452.36,1288.44,1.61
Dry chillies,1999,Whole Year ,Kerala,312,310,2914.6,33112.56,84.24,0.975
Garlic,1999,Whole Year ,Kerala,849,14433,2914.6,90104.37,229.23,17
Ginger,1999,Whole Year ,Kerala,11264,41344,2914.6,1195448.32,3041.28,3.159285714
Groundnut,1999,Kharif     ,Kerala,6921,5144,2914.6,734525.73,1868.67,0.37
Jowar,1999,Kharif     ,Kerala,2529,1287,2914.6,268402.77,682.83,0.255
Ragi,1999,Kharif     ,Kerala,870,704,2914.6,92333.1,234.9,0.815
Rice,1999,Autumn     ,Kerala,121525,252876,2914.6,12897448.25,32811.75,2.081538462
Rice,1999,Summer     ,Kerala,58021,144551,2914.6,6157768.73,15665.67,2.292857143
Rice,1999,Winter     ,Kerala,170228,373259,2914.6,18066297.64,45961.56,2.097142857
Sesamum,1999,Kharif     ,Kerala,2612,718,2914.6,277211.56,705.24,0.374545455
Sugarcane,1999,Whole Year ,Kerala,5780,578820,2914.6,613431.4,1560.6,88.2225
Sweet potato,1999,Whole Year ,Kerala,989,10698,2914.6,104962.57,267.03,11.79636364
Tapioca,1999,Whole Year ,Kerala,111922,2531752,2914.6,11878281.86,30218.94,24.25785714
Tobacco,1999,Whole Year ,Kerala,44,245,2914.6,4669.72,11.88,5.57
Turmeric,1999,Whole Year ,Kerala,3971,8362,2914.6,421442.23,1072.17,1.999285714
Arecanut,1999,Whole Year ,Meghalaya,9645,12510,6200.3,1023623.85,2604.15,1.245
Arhar/Tur,1999,Kharif     ,Meghalaya,871,647,6200.3,92439.23,235.17,0.78
Banana,1999,Whole Year ,Meghalaya,5319,63383,6200.3,564505.47,1436.13,11.16285714
Castor seed,1999,Kharif     ,Meghalaya,27,14,6200.3,2865.51,7.29,0.515
Cotton(lint),1999,Kharif     ,Meghalaya,7455,5549,6200.3,791199.15,2012.85,0.8
Dry chillies,1999,Whole Year ,Meghalaya,1790,1128,6200.3,189972.7,483.3,0.635714286
Ginger,1999,Kharif     ,Meghalaya,7606,44710,6200.3,807224.78,2053.62,5.765714286
Gram,1999,Rabi       ,Meghalaya,460,283,6200.3,48819.8,124.2,0.616666667
Jute,1999,Kharif     ,Meghalaya,4235,31781,6200.3,449460.55,1143.45,6.76
Maize,1999,Kharif     ,Meghalaya,16637,24051,6200.3,1765684.81,4491.99,1.448571429
Mesta,1999,Kharif     ,Meghalaya,4457,20071,6200.3,473021.41,1203.39,4.556666667
Potato,1999,Whole Year ,Meghalaya,18339,143287,6200.3,1946318.07,4951.53,6.858571429
Rapeseed &Mustard,1999,Rabi       ,Meghalaya,7042,4648,6200.3,747367.46,1901.34,0.654285714
Rice,1999,Kharif     ,Meghalaya,102482,156887,6200.3,10876414.66,27670.14,1.605714286
Rice,1999,Rabi       ,Meghalaya,3929,13846,6200.3,416984.77,1060.83,1.755714286
Sesamum,1999,Kharif     ,Meghalaya,1304,680,6200.3,138393.52,352.08,0.588571429
Soyabean,1999,Kharif     ,Meghalaya,1038,928,6200.3,110162.94,280.26,0.888571429
Sugarcane,1999,Whole Year ,Meghalaya,80,223,6200.3,8490.4,21.6,2.372
Sweet potato,1999,Whole Year ,Meghalaya,5220,17591,6200.3,553998.6,1409.4,3.415714286
Tapioca,1999,Whole Year ,Meghalaya,4022,21497,6200.3,426854.86,1085.94,6.39
Tobacco,1999,Whole Year ,Meghalaya,719,488,6200.3,76307.47,194.13,0.636
Turmeric,1999,Whole Year ,Meghalaya,1458,8196,6200.3,154737.54,393.66,5.284285714
Arecanut,1999,Whole Year ,Puducherry,65,130,1434.5875,6898.45,17.55,2
Bajra,1999,Kharif     ,Puducherry,170,470,1434.5875,18042.1,45.9,2.76
Banana,1999,Whole Year ,Puducherry,282,8890,1434.5875,29928.66,76.14,29.25
Black pepper,1999,Whole Year ,Puducherry,12,7,1434.5875,1273.56,3.24,0.58
Cashewnut,1999,Whole Year ,Puducherry,210,177,1434.5875,22287.3,56.7,2.69
Coconut ,1999,Whole Year ,Puducherry,2214,27816000,1434.5875,234971.82,597.78,12812.4475
Coriander,1999,Whole Year ,Puducherry,3,2,1434.5875,318.39,0.81,0.67
Cotton(lint),1999,Kharif     ,Puducherry,357,1835,1434.5875,37888.41,96.39,5.14
Dry chillies,1999,Whole Year ,Puducherry,11,35,1434.5875,1167.43,2.97,3.305
Ginger,1999,Kharif     ,Puducherry,133,94,1434.5875,14115.29,35.91,0.676666667
Groundnut,1999,Kharif     ,Puducherry,898,2511,1434.5875,95304.74,242.46,2.125
Jowar,1999,Kharif     ,Puducherry,3,3,1434.5875,318.39,0.81,1
Moong(Green Gram),1999,Rabi       ,Puducherry,2453,1321,1434.5875,260336.89,662.31,0.553333333
Onion,1999,Whole Year ,Puducherry,14,183,1434.5875,1485.82,3.78,13.07
Other  Rabi pulses,1999,Rabi       ,Puducherry,63,123,1434.5875,6686.19,17.01,1.333333333
Ragi,1999,Kharif     ,Puducherry,124,452,1434.5875,13160.12,33.48,3.325
Rapeseed &Mustard,1999,Rabi       ,Puducherry,64,483,1434.5875,6792.32,17.28,6.023333333
Rice,1999,Kharif     ,Puducherry,25444,59433,1434.5875,2700371.72,6869.88,2.61
Sugarcane,1999,Whole Year ,Puducherry,2798,237610,1434.5875,296951.74,755.46,83
Tapioca,1999,Whole Year ,Puducherry,365,10571,1434.5875,38737.45,98.55,18.29
Urad,1999,Rabi       ,Puducherry,3159,2467,1434.5875,335264.67,852.93,0.763333333
Arecanut,1999,Whole Year ,West Bengal,7677,13124,2318.1,814760.01,2072.79,1.864117647
Arhar/Tur,1999,Kharif     ,West Bengal,3077,2320,2318.1,326562.01,830.79,0.83
Bajra,1999,Kharif     ,West Bengal,146,96,2318.1,15494.98,39.42,0.606666667
Barley,1999,Rabi       ,West Bengal,5077,4686,2318.1,538822.01,1370.79,0.776666667
Cardamom,1999,Whole Year ,West Bengal,2875,690,2318.1,305123.75,776.25,0.24
Castor seed,1999,Kharif     ,West Bengal,35,24,2318.1,3714.55,9.45,0.69
Coconut ,1999,Whole Year ,West Bengal,24216,324305700,2318.1,2570044.08,6538.32,13592.12778
Cotton(lint),1999,Kharif     ,West Bengal,750,2040,2318.1,79597.5,202.5,2.72
Dry chillies,1999,Autumn     ,West Bengal,16849,13874,2318.1,1788184.37,4549.23,0.717222222
Dry chillies,1999,Rabi       ,West Bengal,46293,38430,2318.1,4913076.09,12499.11,1.043333333
Ginger,1999,Kharif     ,West Bengal,9165,18890,2318.1,972681.45,2474.55,1.662777778
Gram,1999,Rabi       ,West Bengal,26618,21961,2318.1,2824968.34,7186.86,0.826923077
Groundnut,1999,Kharif     ,West Bengal,4804,3311,2318.1,509848.52,1297.08,1.16625
Groundnut,1999,Rabi       ,West Bengal,6098,9269,2318.1,647180.74,1646.46,1.525
Groundnut,1999,Summer     ,West Bengal,23233,33214,2318.1,2465718.29,6272.91,1.315
Horse-gram,1999,Rabi       ,West Bengal,4326,2087,2318.1,459118.38,1168.02,0.452
Jowar,1999,Kharif     ,West Bengal,1156,540,2318.1,122686.28,312.12,0.68
Jute,1999,Kharif     ,West Bengal,613923,7593680,2318.1,65155647.99,165759.21,13.94058824
Khesari,1999,Rabi       ,West Bengal,23091,21964,2318.1,2450647.83,6234.57,0.999375
Linseed,1999,Rabi       ,West Bengal,9855,4004,2318.1,1045911.15,2660.85,0.360769231
Maize,1999,Kharif     ,West Bengal,35129,69682,2318.1,3728240.77,9484.83,1.941538462
Masoor,1999,Rabi       ,West Bengal,58760,34165,2318.1,6236198.8,15865.2,0.636470588
Mesta,1999,Kharif     ,West Bengal,8864,81720,2318.1,940736.32,2393.28,9.842142857
Moong(Green Gram),1999,Kharif     ,West Bengal,578,293,2318.1,61343.14,156.06,0.5325
Moong(Green Gram),1999,Rabi       ,West Bengal,2375,1465,2318.1,252058.75,641.25,0.615
Moong(Green Gram),1999,Summer     ,West Bengal,7947,3942,2318.1,843415.11,2145.69,0.850625
Niger seed,1999,Kharif     ,West Bengal,6733,3528,2318.1,714573.29,1817.91,0.3875
Other Kharif pulses,1999,Kharif     ,West Bengal,783,419,2318.1,83099.79,211.41,0.591666667
Peas & beans (Pulses),1999,Rabi       ,West Bengal,7041,6027,2318.1,747261.33,1901.07,0.931333333
Potato,1999,Summer     ,West Bengal,2478,33214,2318.1,262990.14,669.06,13.4
Potato,1999,Winter     ,West Bengal,313373,7449103,2318.1,33258276.49,84610.71,20.56777778
Ragi,1999,Kharif     ,West Bengal,12489,15051,2318.1,1325457.57,3372.03,0.898
Rapeseed &Mustard,1999,Rabi       ,West Bengal,345961,278540,2318.1,36716840.93,93409.47,0.766111111
Rice,1999,Autumn     ,West Bengal,427155,827970,2318.1,45333960.15,115331.85,1.868888889
Rice,1999,Summer     ,West Bengal,1474338,4468400,2318.1,156471491.9,398071.26,2.897222222
Rice,1999,Winter     ,West Bengal,4248946,8463310,2318.1,450940639,1147215.42,1.906666667
Safflower,1999,Rabi       ,West Bengal,60,19,2318.1,6367.8,16.2,0.542
Sannhamp,1999,Autumn     ,West Bengal,1448,7810,2318.1,153676.24,390.96,5.421666667
Sannhamp,1999,Rabi       ,West Bengal,107,298,2318.1,11355.91,28.89,3.6
Sesamum,1999,Autumn     ,West Bengal,891,406,2318.1,94561.83,240.57,0.377777778
Sesamum,1999,Summer     ,West Bengal,102044,72230,2318.1,10829929.72,27551.88,0.638235294
Sesamum,1999,Winter     ,West Bengal,2510,1285,2318.1,266386.3,677.7,0.5425
Small millets,1999,Kharif     ,West Bengal,3702,1924,2318.1,392893.26,999.54,0.617142857
Small millets,1999,Rabi       ,West Bengal,1505,1541,2318.1,159725.65,406.35,0.918
Soyabean,1999,Kharif     ,West Bengal,730,441,2318.1,77474.9,197.1,0.448333333
Sugarcane,1999,Whole Year ,West Bengal,22883,1762806,2318.1,2428572.79,6178.41,78.571875
Sunflower,1999,Kharif     ,West Bengal,150,90,2318.1,15919.5,40.5,0.683333333
Tobacco,1999,Whole Year ,West Bengal,11442,6694,2318.1,1214339.46,3089.34,0.592
Turmeric,1999,Whole Year ,West Bengal,13283,20023,2318.1,1409724.79,3586.41,1.425555556
Urad,1999,Kharif     ,West Bengal,60254,35523,2318.1,6394757.02,16268.58,0.566666667
Urad,1999,Rabi       ,West Bengal,18527,10987,2318.1,1966270.51,5002.29,0.636923077
Wheat,1999,Rabi       ,West Bengal,364155,850778,2318.1,38647770.15,98321.85,2.096666667
Arecanut,2000,Whole Year ,Andhra Pradesh,262,724,935.6,25720.54,68.12,2.78
Arhar/Tur,2000,Kharif     ,Andhra Pradesh,507366,216457,935.6,49808120.22,131915.16,0.433181818
Arhar/Tur,2000,Rabi       ,Andhra Pradesh,6098,2701,935.6,598640.66,1585.48,0.42375
Bajra,2000,Kharif     ,Andhra Pradesh,129475,135964,935.6,12710560.75,33663.5,1.001666667
Bajra,2000,Rabi       ,Andhra Pradesh,14229,12524,935.6,1396860.93,3699.54,0.883125
Banana,2000,Whole Year ,Andhra Pradesh,49051,819660,935.6,4815336.67,12753.26,17.63090909
Cashewnut,2000,Whole Year ,Andhra Pradesh,145315,31074,935.6,14265573.55,37781.9,0.190625
Castor seed,2000,Kharif     ,Andhra Pradesh,398561,136860,935.6,39126733.37,103625.86,0.339047619
Coconut ,2000,Whole Year ,Andhra Pradesh,102646,1092707179,935.6,10076757.82,26687.96,9101.813684
